% Module: Scope, ID: c0p1t6p1cfm0
% Device: DEV7225
% Time: 2026/04/06 20:19:07
% Wave Channel 1, /dev7225/scopes/0/wave.0BWN
% Wave Channel 2, /dev7225/scopes/0/wave.1BWN
% Frequency (Hz); Wave Channel 1  Spectral Density (V/√Hz); Wave Channel 2  Spectral Density (√Hz)
0; 1.64712178707; 
0.447033130519369; 1.20042455196; 
0.8940662610387381; 0.0692859515548; 
1.341099391558107; 0.0170968472958; 
1.788132522077476; 0.00698396796361; 
2.235165652596845; 0.00346097839065; 
2.682198783116214; 0.0018936857814; 
3.129231913635584; 0.00143750675488; 
3.576265044154952; 0.000683018472046; 
4.023298174674322; 0.000570138974581; 
4.470331305193691; 0.000425569422077; 
4.917364435713059; 0.000376194948331; 
5.364397566232428; 0.000236503576161; 
5.811430696751797; 0.000203649746254; 
6.258463827271167; 0.000249339762377; 
6.705496957790536; 0.000158055525389; 
7.152530088309905; 0.00010585563723; 
7.599563218829274; 0.000202062889002; 
8.046596349348643; 0.000223203067435; 
8.493629479868012; 0.000116643503134; 
8.940662610387381; 0.000115775415907; 
9.38769574090675; 0.000194343418116; 
9.834728871426119; 4.36692826042e-05; 
10.28176200194549; 9.60431134445e-05; 
10.72879513246486; 0.00017557067622; 
11.17582826298423; 9.45150968619e-05; 
11.62286139350359; 6.11518189544e-05; 
12.06989452402297; 7.38638773328e-05; 
12.51692765454233; 0.000103165286419; 
12.9639607850617; 0.000176802568603; 
13.41099391558107; 0.000167624777532; 
13.85802704610044; 0.000144930643728; 
14.30506017661981; 0.000157946546096; 
14.75209330713918; 0.000119091535453; 
15.19912643765855; 7.07223734935e-05; 
15.64615956817792; 2.35552997765e-05; 
16.09319269869729; 2.92923359666e-05; 
16.54022582921666; 7.99273402663e-05; 
16.98725895973602; 7.41272015148e-05; 
17.43429209025539; 2.03973413591e-05; 
17.88132522077476; 7.89497426013e-05; 
18.32835835129413; 0.000143136800034; 
18.7753914818135; 9.03598265722e-05; 
19.22242461233287; 5.87642352912e-05; 
19.66945774285224; 0.000145428566611; 
20.11649087337161; 0.00014298428141; 
20.56352400389098; 8.44457026687e-05; 
21.01055713441034; 9.25026615732e-05; 
21.45759026492971; 0.000109551474452; 
21.90462339544908; 4.9644982937e-05; 
22.35165652596845; 8.89392104e-05; 
22.79868965648782; 0.000136062852107; 
23.24572278700719; 7.40815667086e-05; 
23.69275591752656; 5.88979310123e-05; 
